Recto,Verso,Commentaire,Source,Tags
"Traumatisme fermé du coude gauche, chez un enfant de 5ans, suite à une chute de 0.5m avec réception sur coude en flexion. L’examen clinique objective un élargissement antéro-postérieur du coude avec une saillie osseuse interne, une douleur exquise à la palpation et à la mobilisation et pas de troubles vasculo-nerveux. Une radiographie a été faite. Quels sont les principaux conseils à donner aux parents?","Réponse ✔ Donner impérativement à la famille les critères d’une surveillance de l’immobilisation plâtrée. Insister pour qu’ils ramènent l’enfant aux urgences, en cas de douleurs augmentant progressivement, de paresthésies ou de froideur des extrémités. ✔ Expliquer l’importance fonctionnelle de l’articulation du coude et les possibles complications et séquelles. ✔ Informer les parents de toute incertitude de l’examen neurologique initial, celui-ci étant largement perturbé par la douleur.",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Complications Mechanism::Chute NonOperativeManagement Orthopedics Pediatrics Region::Coude Topic::Supracondylienne Traumatology UpperExtremity
"Un enfant de 8 ans présente, suite à une fracture supra-condylienne droite négligée, manipulée par jebbar il y a 8 mois, une déviation de l’axe de l’avant bras de 25° en interne et une limitation de la flexion du coude à 90°. De quelle type de déformation s’agit-il?",Réponse Il s’agit d’un cubitus varus droit.,"A l’état normal, il existe au coude un certain degré de valgus physiologique, plus important chez la fille que chez le garçon. Ce cubitus valgus augmente avec l’âge, surtout lors de la poussée pubertaire, il est en moyenne de 8°chez le garçon et de 11° chez la fille. Il se transforme en varus lors de la flexion complète du coude. Le cubitus varus représente un cal vicieux en varus, consécutif aux fractures supra condyliennes, généralement déplacées de l'extrémité inférieure de l'humérus. Il a pour cause soit une mal union supra-condylienne soit une ostéonécrose de la trochlée. Les composantes de la déformation sont un varus, une rotation interne et une hyper extension",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Complications Orthopedics Pediatrics Region::Coude Topic::CalVicieux Topic::Supracondylienne Traumatology UpperExtremity
"Un enfant de 8 ans présente, suite à une fracture supra-condylienne droite négligée, manipulée par jebbar il y a 8 mois, une déviation de l’axe de l’avant bras de 25° en interne et une limitation de la flexion du coude à 90°. Quelle mesure permet d’identifier cette déformation? Quelle est sa valeur physiologique ?",Réponse L’angle de Baumann permet d’évaluer la valeur du cubitus varus. Sa valeur physiologique est de 72° ± 5° fig2: image illustrant la technique de mesure de l'angle de Baumann [image],"Afin de détecter les déviations axiales propres au coude, on utilise certaines mesures: De face coude en extension et avant-bras en supination maximale on s'aide de l'angle de Baumann, (formé par l'intersection entre l'axe de l'humérus et une ligne parallèle au cartilage de croissance du condyle externe) en moyenne de 75°, (avec des écarts tolérables de + ou - 5°) représentant un cubitus valgus de 10° et dont l'avantage majeur est de rester fiable coude fléchi, à condition que le rayon incident soit bien perpendiculaire à la palette fig3 De profil on mesure l'anté-flexion épiphysaire inclinaison entre l'axe huméral et la ligne perpendiculaire au cartilage de croissance) qui est de 40° . fig4",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate Orthopedics Pediatrics Region::Coude SalterHarris Topic::CalVicieux Topic::CondyleLateral Topic::DecollementEpiphysaire Topic::Supracondylienne Traumatology UpperExtremity
"Un enfant de 8 ans présente, suite à une fracture supra-condylienne droite négligée, manipulée par jebbar il y a 8 mois, une déviation de l’axe de l’avant bras de 25° en interne et une limitation de la flexion du coude à 90°. Quel traitement proposez-vous pour ce patient?",Réponse Ostéotomie de valgisation et de flexion permettant la correction du varus et l’amélioration de la flexion fig5 [image][image],"La technique le plus souvent réalisée est celle de DESCAMPS, qui consiste en une ostéotomie supra condylienne cunéiforme de soustraction externe d’un coin osseux correspondant à la correction désirée à la recherche de la restauration d’un valgus physiologique. Cette ostéotomie est effectuée à la jonction diaphyso-métaphysaire.",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Complications NonOperativeManagement Orthopedics Pediatrics Region::Coude Topic::CalVicieux Topic::Supracondylienne Traumatology UpperExtremity
"Un enfant de 8 ans présente, suite à une fracture supra-condylienne droite négligée, manipulée par jebbar il y a 8 mois, une déviation de l’axe de l’avant bras de 25° en interne et une limitation de la flexion du coude à 90°. Quelles complications fonctionnelles peut engendrer cette déformation?",Réponse Instabilité du coude avec luxation postérieur récidivante ou luxation de la tête radiale. Risque de fracture du condyle latéral. Risque de paralysie tardive du nerf cubital,"Le cubitus varus n'altère que peu la fonction du membre, l'indication est posée pour la gène esthétique occasionnée mais aussi pour éviter certaines complications telle que la paralysie nerveuse ulnaire, l'instabilité rotatoire postéro-latérale et la fracture secondaire de l'humérus distal.",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Complications NonOperativeManagement Orthopedics Pediatrics Region::Coude Topic::CalVicieux Topic::ColRadius Topic::CondyleLateral Topic::Neurovasculaire Topic::Supracondylienne Traumatology UpperExtremity
"Enfant de 5ans, victime d’un traumatisme fermé du coude droit, suite à une chute de 0,5 m de hauteur. L’examen clinique a trouvé un élargissement antéro-postérieur du coude, une douleur à la palpation de l’extrémité inférieure de l’humérus, une impotence fonctionnelle totale du coude et une absence d’anomalie vasculo-nerveuses. Interprétez la radiographie suivante: [image][image]",Réponse Fracture sus et inter-condylienne droite de la palette humérale.,"Les fractures sus et inter-condyliennes représentent 2% des fractures du coude de l’enfant. Elles sont rares avant 10ans. Classification: Fractures inter-condyliennes sans déplacement ou à déplacement minime. La fracture comporte un seul trait de fracture vertical. Fractures inter-condyliennes et sus-condyliennes. Les fractures comportent outre le trait vertical un trait transversal métaphysaire. Ce sont des fractures en T ou en Y. Fractures comminutives. Fractures diaphyso-épiphysaires. Le traitement des fractures sus et inter-condyliennes est le plus souvent chirurgical par broches afin d’assurer une bonne stabilité du foyer fracturaire. Chez le grand enfant la rééducation peut être recommandé si la raideur est présente. Certaines séquelles guettent ce type de lésion, d’autant plus si la fracture est comminutive et que l’enfant est âgé. Les plus redoutables sont les cals vicieux articulaires.",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Complications GrowthPlate Imaging Mechanism::Chute Orthopedics Pediatrics Region::Coude SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Traumatology UpperExtremity
"Enfant de 5ans, victime d’un traumatisme fermé du coude droit, suite à une chute de 0,5 m de hauteur. L’examen clinique a trouvé un élargissement antéro-postérieur du coude, une douleur à la palpation de l’extrémité inférieure de l’humérus, une impotence fonctionnelle totale du coude et une absence d’anomalie vasculo-nerveuses. Quelles sont les complications immédiates qu’il faut rechercher?",Réponse ✔ L’ouverture cutanée ✔ La lésion du nerf médian ✔ La lésion du nerf ulnaire,,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Complications Mechanism::Chute Orthopedics Pediatrics Region::Coude Topic::FractureOuverte Topic::Neurovasculaire Traumatology UpperExtremity
"Enfant de 5ans, victime d’un traumatisme fermé du coude droit, suite à une chute de 0,5 m de hauteur. L’examen clinique a trouvé un élargissement antéro-postérieur du coude, une douleur à la palpation de l’extrémité inférieure de l’humérus, une impotence fonctionnelle totale du coude et une absence d’anomalie vasculo-nerveuses. Comment recherche-t-on les complications nerveuses?","Réponse Nerf médian: ✔ mobilité: effectuer la flexion superficielle des doigts, ✔ sensibilité des pulpes du 2eme, 3eme et moitié externe du 4ème doigt Nerf ulnaire: ✔ mobilité: effectuer l’adduction du pouce (signe de Froment), ✔ sensibilité de l’auriculaire",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Complications Mechanism::Chute Orthopedics Pediatrics Region::Coude Topic::Neurovasculaire Traumatology UpperExtremity
"Enfant de 5ans, victime d’un traumatisme fermé du coude droit, suite à une chute de 0,5 m de hauteur. L’examen clinique a trouvé un élargissement antéro-postérieur du coude, une douleur à la palpation de l’extrémité inférieure de l’humérus, une impotence fonctionnelle totale du coude et une absence d’anomalie vasculo-nerveuses. Quel traitement proposez-vous?",Réponse Réduction chirurgical à ciel ouvert et embrochage sus et inter-condylien. [image],,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Mechanism::Chute Orthopedics Pediatrics Region::Coude SurgicalManagement Traumatology UpperExtremity
"Traumatisme négligé du coude droit chez un enfant de 3 ans, suite à une chute de sa hauteur avec réception direct sur le coude. L’examen a trouvé un coude tuméfié avec ecchymose en regard, une douleur à la palpation, un déficit de la flexion active et passive et pas de trouble vasculo-nerveux. La radiographie a montré: Quel est le stade de cette fracture selon LAGRANGE et RIGAULT ?",Réponse Fracture du condyle externe droit stade I fig3 [image],"Les fractures du condyle latéral représentent 20% des fractures du coudes de l’enfant. Leur pic de fréquence se situe à l’âge de 6 ans. Deux mécanismes sont retrouvés: Le valgus forcé avec translation du coude en dehors emportant le condyle externe, réalisant une fracture-séparation. Le fragment condylien peut être très déplacé, voire même retourné, les surfaces osseuses cruentées ne sont plus en regard. Le déplacement en varus est plus rare, simple bâillement avec fracture-séparation incomplète métaphysaire externe de l’humérus, sans solution de continuité au niveau articulaire. Ce mécanisme plus rare, ne doit pas pour autant rassurer car le trait se prolonge jusqu’au cartilage de croissance. La recherche de lésions associées est obligatoire.",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning GrowthPlate Mechanism::Chute Orthopedics Pediatrics Region::Coude SalterHarris Topic::CondyleLateral Topic::DecollementEpiphysaire Traumatology UpperExtremity
"Traumatisme négligé du coude droit chez un enfant de 3 ans, suite à une chute de sa hauteur avec réception direct sur le coude. L’examen a trouvé un coude tuméfié avec ecchymose en regard, une douleur à la palpation, un déficit de la flexion active et passive et pas de trouble vasculo-nerveux. La radiographie a montré: Quels sont les autres stades de cette classification?","Réponse Stade II: déplacement supérieur ou égal à 2mm sur au moins une incidence radiographique, avec une translation latérale et sans rotation Stade III: déplacement important associant translation latérale et rotation du fragment condylien",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Imaging Mechanism::Chute Orthopedics Pediatrics Region::Coude Topic::CondyleLateral Traumatology UpperExtremity
"Traumatisme négligé du coude droit chez un enfant de 3 ans, suite à une chute de sa hauteur avec réception direct sur le coude. L’examen a trouvé un coude tuméfié avec ecchymose en regard, une douleur à la palpation, un déficit de la flexion active et passive et pas de trouble vasculo-nerveux. La radiographie a montré: Quel traitment proposez-vous ?",Réponse Réduction à ciel ouvert avec maintient par 2 broches obliques . Un plâtre brachio-antébrachio-palmaire sera gardé pendant 4 semaines. fig5 [image],,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Mechanism::Chute NonOperativeManagement Orthopedics Pediatrics Region::Coude SurgicalManagement Topic::CondyleLateral Traumatology UpperExtremity
"Traumatisme fermé du coude gauche, chez un enfant de 10 ans, suite à une chute de sa hauteur avec réception sur l’avant-bras. A l’examen: coude tuméfié avec douleur à la palpation de la face externe du coude, sans troubles vasculo-nerveux. La radiographie a montré: Quel est votre diagnostic? [image][image]",Réponse Fracture du condyle externe gauche stade II selon la classification de LAGRANGE et RIGAULT.,"Il y a souvent peu de signes en faveur de cette fracture déjà trompeuse dès le premier examen, à cause de l’importance de l’œdème post-fracturaire. Le premier risque est de négliger le trait ou même de plâtrer sans avoir apprécié le déplacement. La radiographie est donc indispensable à condition d’exiger des incidences de bonne qualité. En effet, s’il est déjà difficile dans le contexte traumatique d’obtenir un coude de face en extension, il ne faut jamais s’en contenter car il sera insuffisant si le déplacement est modéré et seul le cliché de profil pourra mettre en évidence l’hémarthrose et le bâillement postérieur. Il faut savoir demander des clichées comparatifs au moindre doute. En effet, la sous-estimation de la taille du fragment et de son déplacement est pratiquement constante. Un cliché 3/4 peut apporter des renseignements précieux. Les documents initiaux seront gardés avec soin en raison du risque important de déplacement secondaire.",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Complications Imaging Mechanism::Chute NonOperativeManagement Orthopedics Pediatrics Region::Coude Topic::CondyleLateral Traumatology UpperExtremity
"Traumatisme fermé du coude gauche, chez un enfant de 10 ans, suite à une chute de sa hauteur avec réception sur l’avant-bras. A l’examen: coude tuméfié avec douleur à la palpation de la face externe du coude, sans troubles vasculo-nerveux. La radiographie a montré: Est-ce une indication à un traitement chirurgical? Et pourquoi?","Réponse Le traitement doit être chirurgical, car il s’agit d’une fracture articulaire. Le fragment distal doit être reposé anatomiquement, sans décalage ni aucun déplacement résiduel . fig3 [image][image]","Les indications thérapeutiques se présentent comme suit: a- Immobilisation seule: Les fractures non déplacées de stade I peuvent être être immobilisées d'emblée par un plâtre brachio-anté-brachio-palmaire pendant 4 semaines. Le risque important de déplacement secondaire, impose des radio de contrôle à J7, J15 et J21 post-opératoire. b- Réduction avec embrochage à ciel ouvert: Le traitement chirurgical permet par un abord direct, de réduire et de reposer anatomiquement le condyle externe. La dissection doit être minutieuse étant donné le risque de nécrose. L'ostéosynthèse fait appel aux vis ou plus souvent aux broches, qui doivent être divergentes et obliques de bas en haut. L’immobilisation fait appel au plâtre brachio-anté-brachio-palmaire pour une durée moyenne de 45 jours. c- les suites thérapeutiques: Surveillance et dépistage du syndrome de Volkmann. Pas de rééducation. Les activités sportives seront reprises progressivement un mois après la fin du traitement.",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Complications Mechanism::Chute NonOperativeManagement Orthopedics Pediatrics Region::Coude SurgicalManagement Topic::CondyleLateral Topic::Neurovasculaire Traumatology UpperExtremity
"Traumatisme fermé du coude gauche, chez un enfant de 10 ans, suite à une chute de sa hauteur avec réception sur l’avant-bras. A l’examen: coude tuméfié avec douleur à la palpation de la face externe du coude, sans troubles vasculo-nerveux. La radiographie a montré: Quelles sont les complications à craindre pour ce type de fracture?","Réponse 1/ Immédiates: Déplacement secondaire Sepsis: rare. 2/ Tardives: Retard de consolidation: (5ème semaine) Pseudarthrose : (3ème mois) En l'absence de gêne fonctionnelle importante, l'abstention doit rester la règle car toute reprise de condyle externe expose à d'autres complications dominées par la nécrose et la raideur du coude. Hypertrophie du condyle externe. La nécrose du condyle externe.","Les complications les plus graves sont, d’une part, le retard de consolidation, par insuffisance de stabilisation et persistance de micro-mouvements dans le foyer de fracture, ayant favorisé l'interposition de tissu fibreux. D’autres part la pseudarthrose qui est la principale complication des fractures du condyle externe. Elle complique: les fractures non diagnostiquées ou mal traitées. les déplacements secondaires des fractures de stade I insuffisamment immobilisées. les fractures de stade II ou III, non réduites et/ou non synthétisées.",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Complications Mechanism::Chute NonOperativeManagement Orthopedics Pediatrics Region::Coude Topic::CondyleLateral Topic::Pseudarthrose Traumatology UpperExtremity
"Traumatisme du coude, chez un enfant de 13ans, suite à un AVP. L’examen a trouvé un coude droit tuméfié, une douleur à la palpation de l’épitrochlée, une impotence fonctionnelle partielle et une absence de troubles vasculo-nerveux. Interprétez la radiographie suivante: [image][image]",Réponse Fracture déplacée du condyle interne droit.,"Les fractures du condyle interne représentent 2% des fractures du coude de l’enfant. Elles font suites à une traction des muscles épi-trochléens, par des mouvements de torsion et de valgus. Le risque de déplacement secondaire est accru. C’est pour cela que l’immobilisation doit se faire dès l’entrée aux urgences. Le diagnostic radiologique est difficile. Des signes indirects, comme l’élargissement des parties molles et l’arrachement métaphysaire médial, peuvent aider au diagnostic.",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Complications Imaging Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Coude Topic::EpicondyleMedial Traumatology UpperExtremity
"Traumatisme du coude, chez un enfant de 13ans, suite à un AVP. L’examen a trouvé un coude droit tuméfié, une douleur à la palpation de l’épitrochlée, une impotence fonctionnelle partielle et une absence de troubles vasculo-nerveux. Quel élément vasculo-nerveux est en danger?",Réponse Le nerf ulnaire.,"Les complications possibles sont: -Immédiate: paralysie ulnaire -Secondaires: Nécrose du condyle médial, évolution vers le cubitus varus Pseudarthrose, évolution vers le cubitus varus",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Complications Mechanism::AVP Orthopedics Pediatrics Region::Coude Topic::CalVicieux Topic::EpicondyleMedial Topic::Neurovasculaire Topic::Pseudarthrose Traumatology UpperExtremity
"Traumatisme du coude, chez un enfant de 13ans, suite à un AVP. L’examen a trouvé un coude droit tuméfié, une douleur à la palpation de l’épitrochlée, une impotence fonctionnelle partielle et une absence de troubles vasculo-nerveux. Quel classification est utilisée pour ce type de fracture?","Réponse Classification de MILCH : fig3 Type I: le trait se termine dans la gorge trochléenne Type II: le trait se termine dans la gorge capitello-trochléaire fig3: schéma des stades de la classification de Milch pour les fractures du condyle interne Classification de BENSAHEL: est la plus utilisée, elle tient compte du déplacement Stade 1: non déplacé Stade 2: déplacement médial sans rotation Stade 3: important déplacement avec rotation [image]",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Mechanism::AVP Orthopedics Pediatrics Region::Coude Topic::EpicondyleMedial Traumatology UpperExtremity
"Traumatisme du coude, chez un enfant de 13ans, suite à un AVP. L’examen a trouvé un coude droit tuméfié, une douleur à la palpation de l’épitrochlée, une impotence fonctionnelle partielle et une absence de troubles vasculo-nerveux. Quel traitement proposez-vous?",Réponse Réduction chirurgicale avec maintient par un embrochage divergent par 2 broches de Kirschner. fig4 [image][image],"Le traitement des fractures du condyle interne se fait comme suit: stade I de la classification de BENSAHEL: son traitement est orthopédique par une immobilisation brachio-anté-brachio-palmaire, coude fléchit à 90°. Les fractures de stade II et III sont traitées chirurgicalement par deux broches . La consolidation se fait en 4 à 6 semaines. La surveillance à J10 est obligatoire lorsque le traitement est orthopédique.",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Coude SurgicalManagement Topic::EpicondyleMedial Traumatology UpperExtremity
"Enfant de 6 ans, victime d’une chute de sa hauteur à point d’impact au niveau du coude gauche. L’examen a trouvé: une limitation de la mobilité du coude et une douleur exquise à la palpation. La radiographie a montré: De quel type de lésion s’agit-il? [image][image]",Réponse Fracture de la tête radiale gauche stade 2. [image],"Les fractures du col radial sont peu fréquentes. En effet, elles ne représentent que 5% des fractures du coude. Ceci grâce à la structure cartilagineuse de l’épiphyse radiale qui amortit les chocs, et le retard d’apparition du noyau d’ossification (vers 5ans). Elles sont, dans 50% des cas, associées à d’autres lésions. Des radiographies strict de face et oblique peuvent aider à établir un diagnostic, qui peut être difficile en l’absence de déplacement.",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Imaging Mechanism::Chute Orthopedics Pediatrics Region::Coude Topic::ColRadius Traumatology UpperExtremity
"Enfant de 6 ans, victime d’une chute de sa hauteur à point d’impact au niveau du coude gauche. L’examen a trouvé: une limitation de la mobilité du coude et une douleur exquise à la palpation. La radiographie a montré: Citez les stades de cette fracture selon JUDET?","Réponse La classification selon JUDET: Stade 1 : translation externe pure de quelques milimètres Stade 2 : déplacement latéral <50%, angulation<30° Stade 3 : 30°< angulation<60° Stade 4 : angulation>60°, divisé en deux groupes par METAIZEAU type 4 a: angulation<80° type 4 b: angulation>80°","Les fractures les plus fréquentes au niveau du col radial sont: décollement épiphysaire de type II de SALTER, le fragment métaphysaire étant latéral ou postéro-latéral. Fracture métaphysaire pure du col radial. Les fractures articulaires sont exceptionnelles le déplacement pré-cité est classé selon JUDET. cette illustration schématise cette classification . fig4: schéma illustrant les stades de fractures de la tête radiale",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning GrowthPlate Mechanism::Chute Orthopedics Pediatrics Region::Coude SalterHarris Topic::ColRadius Topic::DecollementEpiphysaire Traumatology UpperExtremity
"Enfant de 6 ans, victime d’une chute de sa hauteur à point d’impact au niveau du coude gauche. L’examen a trouvé: une limitation de la mobilité du coude et une douleur exquise à la palpation. La radiographie a montré: Quelle lésion nerveuse doit être recherchée? Et comment le faire?","Réponse La lésion du nerf radial doit systématiquement être recherché devant toute fracture radiale. Sa recherche se fait de la manière suivante: ✔ mobilité par la flexion dorsale du poignet et l’extension des métacarpo-phalangiennes. ✔ sensibilité de la tabatière anatomique, zone sensitive privilégiée du nerf radial",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Complications Mechanism::Chute Orthopedics Pediatrics Region::Coude Topic::ColRadius Topic::Neurovasculaire Traumatology UpperExtremity
"Enfant de 6 ans, victime d’une chute de sa hauteur à point d’impact au niveau du coude gauche. L’examen a trouvé: une limitation de la mobilité du coude et une douleur exquise à la palpation. La radiographie a montré: Quel traitement proposez-vous?",Réponse Réduction par manœuvre externe. Avec mise en place d’un plâtre brachio-anté-brachio-palmaire en pronation.,Le traitement des fractures du col radial se fait comme suit: grade 1: plâtre brachio-anté-brachio-palmaire en pronation pendant 3 semaines grade 2: réduction orthopédique et immobilisation par plâtre brachio-anté-brachio-palmaire pendant 4 à 6 semaines en pronation (après réduction il faut que la pronation et la supination soient toutes les 2 > 50°) grade 3: essai de réduction fermée. Si échec un embrochage selon METAIZEAU est indiqué. grade 4: embrochage selon METAIZEAU,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Mechanism::Chute NonOperativeManagement Orthopedics Pediatrics Region::Coude SurgicalManagement Topic::ColRadius Traumatology UpperExtremity
"Traumatisme fermé du coude droit, chez un enfant de 13ans, suite à une chute de sa hauteur. L’examen a trouvé un coude tuméfié avec une douleur exquise à la palpation de la face externe et pas de troubles vasculo-nerveux. La radiographie a montré: Quel est votre diagnostic? [image][image]",Réponse Fracture du col radial droit stade IV selon JUDET.,"La classification selon JUDET : Stade 1 : translation externe pure de quelques milimètres Stade 2 : déplacement latéral <50%, angulation<30° Stade 3 : 30°< angulation<60° Stade 4 : angulation>60°, divisé en deux groupes par METAIZEAU type 4 a: angulation<80° type 4 b: angulation>80° fig3: schéma illustrant les stades de fractures de la tête radiale",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Imaging Mechanism::Chute Orthopedics Pediatrics Region::Coude Topic::ColRadius Traumatology UpperExtremity
"Traumatisme fermé du coude droit, chez un enfant de 13ans, suite à une chute de sa hauteur. L’examen a trouvé un coude tuméfié avec une douleur exquise à la palpation de la face externe et pas de troubles vasculo-nerveux. La radiographie a montré: Que proposez-vous pour traiter cette lésion?",Réponse Une réduction de la tête radiale par poinçonnage percutané maintenu par un embrochage selon METAIZEAU . [image],,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Mechanism::Chute Orthopedics Pediatrics Region::Coude SurgicalManagement Topic::ColRadius Traumatology UpperExtremity
"Traumatisme fermé du coude droit, chez un enfant de 13ans, suite à une chute de sa hauteur. L’examen a trouvé un coude tuméfié avec une douleur exquise à la palpation de la face externe et pas de troubles vasculo-nerveux. La radiographie a montré: Quelles complications guettent se type de fracture?",Réponse La nécrose de la tête radiale et la pseudarthrose.,"La vascularisation terminale de la tête radiale lui confère un important taux de séquelles. Notamment la nécrose de la tête radiale et la pseudarthrose. Elles sont favorisées par l’abord chirurgical et l’importance du déplacement initial. Quand le traitement est orthopédique, les cals vicieux constituent la principale complication à redouter. Leur retentissement fonctionnel est variable, mais la limitation de la prono-supination n’est objective qu’à partir de 20° d’inclinaison résiduelle.",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Complications Mechanism::Chute NonOperativeManagement Orthopedics Pediatrics Region::Coude SurgicalManagement Topic::ColRadius Topic::Pseudarthrose Traumatology UpperExtremity
"Enfant de 10ans, victime d’une chute de sa hauteur, avec réception sur le coude droit, occasionnant chez lui un traumatisme fermé du coude. L’examen a trouvé un coude tuméfié avec des repères conservés et une douleur de la face interne du coude. La radiographie faite, a montré: De quel type de fracture s’agit-il? [image][image]",Réponse Fracture déplacée de l’épitrochlée droite.,"Les fractures de l’épitrochlée sont des fractures fréquentes. Elles représentent 10% des fractures du coude de l’enfant. Elles se produisent au cours de traumatismes en valgus de l'avant bras (pouvant conduire au maximum à une luxation du coude). Le fragment épi-trochléen est arraché par le ligament latéral et par les muscles épi-trochléens qui s'insèrent sur lui et ont tendance à l'attirer vers le bas et à le faire basculer. Le fragment peut s'incarcérer dans l'articulation entre cubitus et trochlée humérale, au moment du bâillement du coude ou de la luxation . fig3: radiographie d'une fracture de l'épitrochlée sans déplacement chez un enfant de 12ans fig4: radiographie d'une fracture de l'épitrochlée avec fragment incarcéré dans l'articulation On peut assister dans les grands déplacements à une compression du nerf cubital . fig5: schéma illustrant le fragment épitrochléen attiré par les muscles épitrochléens Chez le jeune enfant (avant 6 ans) quand le noyau apophysaire n’est pas encore calcifié, on manque d’élément radiologiques pour faire le diagnostic. Ce sont alors les éléments cliniques ( douleur provoquée par la mise en valgus et augmentation du volume de la région épi-trochléenne) qui devront faire suspecter la lésion. Les examens comme l'echographie et l'IRM permettent de faire le diagnostic. L’examen sous anesthésie générale est essentiel. Celui ci nous permet de tester la stabilité dans le plan frontal et de pratiquer des radiographies en valgus.",Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Complications Imaging Mechanism::Chute Orthopedics Pediatrics Region::Coude Topic::EpicondyleMedial Topic::Neurovasculaire Traumatology UpperExtremity
"Enfant de 10ans, victime d’une chute de sa hauteur, avec réception sur le coude droit, occasionnant chez lui un traumatisme fermé du coude. L’examen a trouvé un coude tuméfié avec des repères conservés et une douleur de la face interne du coude. La radiographie faite, a montré: Quelle est sa classification selon WATSON-JONES?","Réponse La classification des fractures de l'épitrochlée la plus utilisée, est celle de WATSON-JONES: Stade I: Fracture peu ou pas déplacée. Stade II: Fracture déplacée, soit en arrière, soit le plus souvent en bas. Stade III: Incarcération de l’épitrochlée dans l’articulation huméro-cubitale. Stade IV: Fracture associée à une luxation du coude.",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview CaseBasedLearning Mechanism::Chute Orthopedics Pediatrics Region::Coude Topic::EpicondyleMedial Traumatology UpperExtremity
