Texte_cloze,Extra,Source,Tags
"Les traumatismes obstétricaux concernent surtout le nouveau-né à terme ({{c1::80 à 90 %}} des cas), rarement le prématuré.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Imaging LowerExtremity Mechanism::Obstetrical NonOperativeManagement Orthopedics Pediatrics Region::Femur Traumatology
Les lésions traumatiques de la ceinture pelvienne et du sacrum sont rares chez l’enfant ({{c1::5%}} des fractures) et leur gravité est liée à la violence du traumatisme.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Imaging LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Bassin Traumatology
Classification de {{c1::Torode}} et Zieg,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Imaging LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Genou Traumatology
"Les fractures non déplacées et les fractures peu déplacées à trait horizontal peuvent être traitées par plâtre pelvi-pédieux pendant {{c1::4 à 6 semaines}}, en surveillant régulièrement l’absence de déplacement secondaire.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Femur SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Traumatology
Le traitement orthopédique par traction collée permet d’obtenir parfois un bon alignement en flexion à {{c1::90°}} (Traction au Zénith).,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Femur SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Traumatology
La nécrose survient dans près de {{c1::70%}}.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Complications GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Femur SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Traumatology
{{c1::Le risque de nécrose}} est plus élevé si les fractures sont déplacées ou le traitement différé.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Complications GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Femur SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Traumatology
"Il faut prévoir une surveillance radiographique à 3 mois, 6 mois, {{c1::1 et 2 ans}}.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate Imaging LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Femur SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Traumatology
"Les fractures non déplacées et les fractures peu déplacées à trait horizontal peuvent être traitées par plâtre pelvi-pédieux pendant {{c1::4 à 6 semaines}}, en surveillant régulièrement l’absence de déplacement secondaire.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Femur SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Traumatology
"Le traitement orthopédique par traction collée permet d’obtenir parfois un bon alignement en flexion à {{c1::90°}} (Traction au Zénith), sinon réduction chirurgicale à ciel ouvert et stabilisation par plaque vissée.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Femur SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Traumatology
Elle se définit par une fermeture de l'angle cervico-diaphysaire dont la valeur devient inférieure â {{c1::135 °}}.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Femur SurgicalManagement Topic::CalVicieux Topic::Pseudarthrose Traumatology
"Chutes {{c1::40%}}, maltraitance 30%, accident de la voie publique 10%, traumatisme obstétricaux rares.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Imaging LowerExtremity Mechanism::Chute Orthopedics Pediatrics Region::Femur Topic::Maltraitance Traumatology
"Accident de la voie publique {{c1::70%}}, chute 20%.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Imaging LowerExtremity Mechanism::Chute Orthopedics Pediatrics Region::Femur Topic::Maltraitance Traumatology
"Accident de la voie publique {{c1::70%}}, accident de sport 20%.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Imaging LowerExtremity Mechanism::Chute Orthopedics Pediatrics Region::Femur Topic::Maltraitance Traumatology
Classification de {{c1::Salter}} et Harris,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Femur SalterHarris Topic::DecollementEpiphysaire Traumatology
{{c1::Les fractures décollement épiphysaire type I et II}} sont les plus fréquentes.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Femur SalterHarris Topic::DecollementEpiphysaire Traumatology
"Au cours des lésions épiphysaires, l'épiphysiodèse s’observe surtout dans les fractures de type III , IV et V de {{c1::Salter}} et Harris mais peuvent aussi se rencontrer, bien que plus rarement, dans les lésions de type II.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Femur SalterHarris Topic::DecollementEpiphysaire Traumatology
Atteinte de l’{{c1::artère poplitée}},,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Femur SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Topic::Neurovasculaire Traumatology
Rare et représente {{c1::1%}} des accidents.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Femur SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Topic::Neurovasculaire Traumatology
Atteinte du nerf péronier survient dans {{c1::3%}} des cas.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Femur SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Topic::Neurovasculaire Traumatology
"Au cours des lésions épiphysaires, l'épiphysiodèse s’observe surtout dans les fractures de type IV et V de {{c1::Salter}} et Harris mais peuvent aussi se rencontrer, bien que plus rarement, dans les lésions de type III.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Femur SalterHarris Topic::DecollementEpiphysaire Traumatology
Atteinte de l’artère poplitée ou l’une de ses branches est évaluée à {{c1::10%}},,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Jambe SalterHarris Topic::DecollementEpiphysaire Topic::FractureOuverte Topic::Neurovasculaire Traumatology
Lésion ligamentaire associée dans {{c1::50%}} des cas,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Jambe SalterHarris Topic::DecollementEpiphysaire Topic::FractureOuverte Topic::Neurovasculaire Traumatology
Les lésions du {{c1::nerf tibial et}} du nerf fibulaire commun sont rares mais devront être recherchées systématiquement.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Jambe SalterHarris Topic::DecollementEpiphysaire Topic::FractureOuverte Topic::Neurovasculaire Traumatology
Les fractures type I et II de {{c1::Salter}} et Harris,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Jambe SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Traumatology
Les fractures type III ou IV de {{c1::Salter}} et Harris,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Jambe SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Traumatology
"La fracture des épines tibiales est relativement rare, son incidence est de {{c1::3 cas/100.000}} fractures de l’enfant, les adolescents sportifs entre 8 et 17 ans étant plus exposés.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Imaging LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Genou Traumatology
Dans le cas d’une plaie très contaminée ou vaccination datant de {{c1::5 à 10 ans}} un rappel vaccinal est indiqué.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Jambe Topic::FractureOuverte Traumatology
"Clavert JM, Karger C, Lascombes P, Ligier JN, {{c1::Métaizeau}} JP, editors.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Jambe Topic::FractureOuverte Traumatology
Classification de {{c1::Cauchoix}} & Duparc,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Complications LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Jambe SurgicalManagement Topic::FractureOuverte Traumatology
Elle ne tient pas compte des lésions sous-jacentes +++ (Une fracture évaluée {{c1::Cauchoix}} II aux urgences peut être évaluée Cauchoix III après parage au bloc opératoire).,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning Complications LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Jambe SurgicalManagement Topic::FractureOuverte Traumatology
"Elles touchent le garçon dans {{c1::70 %}} des cas, vers l'âge de 8 ans.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Jambe Traumatology
Dans {{c1::70 %}} des cas seul le tibia est fracturé.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning ClinicalReasoning LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Jambe Traumatology
"La cheville doit être immobilisée en légère équin de {{c1::20°}} (détente du triceps sural) dans les fractures des 1/3 moyen et distal, et 10° pour les fractures du 1/3 proximal (prévention de déformation secondaire en recurvatum).",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Jambe Topic::Neurovasculaire Traumatology
"Puis le plâtre est complété en cruro-pédieux genou en flexion à {{c1::45°}} environ, pour mieux contrôler la rotation et éviter une remise en charge prématurée.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Jambe Topic::Neurovasculaire Traumatology
Fracture ouverte de type II ou III {{c1::Cauchoix}} & Duparc vu moins de 6h après le traumatisme.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Genou SurgicalManagement Topic::FractureOuverte Traumatology
{{c1::Le traitement des fractures de la cheville}} est le plus souvent orthopédique.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning GrowthPlate LowerExtremity Mechanism::AVP NonOperativeManagement Orthopedics Pediatrics Region::Cheville SalterHarris SurgicalManagement Topic::DecollementEpiphysaire Traumatology
"{{c1::Classiquement, les lésions type III, IV et V}} sont les plus à risque ainsi que les fractures comminutives.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview CaseBasedLearning Complications GrowthPlate LowerExtremity Mechanism::AVP Orthopedics Pediatrics Region::Cheville SalterHarris Topic::CalVicieux Topic::DecollementEpiphysaire Traumatology
Les garçons présentent plus de fractures que les filles : {{c1::60%}} contre {{c2::40%}}.,,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,BoardReview Orthopedics Pediatrics Traumatology
Le risque de fracture durant l'enfance est de {{c1::40%}} pour les garçons et de {{c2::27%}} pour les filles.,,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,BoardReview Orthopedics Pediatrics Traumatology
"Le cal périosté externe apparaît rapidement chez l'enfant, en {{c1::2 à 3 semaines}}.",,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,Orthopedics Pediatrics Traumatology
Les cartilages de croissance les plus actifs sont situés {{c1::près du genou et loin du coude}}.,,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,BoardReview GrowthPlate Orthopedics Pediatrics Traumatology
"Chez l'enfant, la croissance en largeur dépend du {{c1::périoste}} et la croissance en longueur du {{c2::cartilage de croissance}}.",,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,GrowthPlate Orthopedics Pediatrics Traumatology
"Les décollements épiphysaires à haut risque de trouble de croissance sont les Salter-Harris {{c1::III, IV et V}}.",,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,BoardReview Complications GrowthPlate Orthopedics Pediatrics SalterHarris Traumatology
Ordre CRITOE des noyaux d'ossification du coude : {{c1::Capitellum}} → tête {{c2::Radiale}} → épicondyle {{c3::Interne}} → {{c4::Trochlée}} → {{c5::Olécrane}} → épicondyle {{c6::Externe}}.,,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,BoardReview Orthopedics Pediatrics Region::Coude Traumatology UpperExtremity
"Âges d'apparition (CRITOE) : Capitellum {{c1::6 mois–2 ans}}, tête radiale {{c2::3–6 ans}}, épicondyle interne {{c3::5–7 ans}}, trochlée {{c4::7–10 ans}}, olécrane {{c5::8–10 ans}}, épicondyle externe {{c6::11–12 ans}}.",,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,BoardReview Orthopedics Pediatrics Region::Coude Traumatology UpperExtremity
Les fractures supra-condyliennes représentent {{c1::60%}} des fractures du coude de l'enfant et surviennent vers l'âge de {{c2::7 ans}}.,,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,BoardReview Orthopedics Pediatrics Region::Coude Topic::Supracondylienne Traumatology UpperExtremity
"L'angle de Baumann, qui évalue le cubitus varus, a une valeur physiologique de {{c1::72° ± 5°}}.",,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,BoardReview Imaging Orthopedics Pediatrics Region::Coude Topic::CalVicieux Traumatology UpperExtremity
Les fractures de l'épitrochlée représentent {{c1::10%}} des fractures du coude et se produisent par un mécanisme en {{c2::valgus}} de l'avant-bras.,,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,BoardReview Orthopedics Pediatrics Region::Coude Topic::EpicondyleMedial Traumatology UpperExtremity
La lésion de Monteggia représente environ {{c1::2%}} des fractures de l'avant-bras de l'enfant.,,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,Orthopedics Pediatrics Region::AvantBras Topic::Monteggia Traumatology UpperExtremity
Les fractures des épines tibiales touchent surtout les adolescents sportifs entre {{c1::8 et 17 ans}}.,,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,LowerExtremity Orthopedics Pediatrics Region::Genou Traumatology
Les lésions traumatiques du bassin sont rares chez l'enfant ({{c1::5%}} des fractures) et s'accompagnent de lésions associées dans {{c2::75%}} des cas (surtout uro-génitales).,,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,BoardReview Complications LowerExtremity Orthopedics Pediatrics Region::Bassin Traumatology
La face postérieure tibia est en rapport étroit avec l'{{c1::artère poplitée ce}} qui explique sa lésion par les fragments fracturés.,,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Region::Genou Traumatology UpperExtremity
Mouvement qui fléchit le segment jambier sur la cuisse il est de {{c1::130-140°}},,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Region::Genou Traumatology UpperExtremity
Le pronostic est directement lié au stade de la fracture selon la classification de {{c1::SALTER et HARRIS}}.,,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview GrowthPlate Orthopedics Pediatrics SalterHarris Traumatology UpperExtremity
{{c1::Leurs pronostic}} est plus réservé à cause du risque d’épiphysiodèse.,,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview GrowthPlate Orthopedics Pediatrics SalterHarris Traumatology UpperExtremity
"Ce col est dirigé en haut, en avant et en dedans, et forme avec l’axe de la diaphyse un angle de {{c1::130°}}.",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Region::Femur Traumatology UpperExtremity
"Issu de l’{{c1::artère circonflexe postérieure}} qui irrigue les trois quarts supérieurs de la tête,",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Region::Femur Traumatology UpperExtremity
"Issu de l’{{c1::artère circonflexe antérieure}} qui irrigue le quart inféro-interne de la tête,",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Region::Femur Traumatology UpperExtremity
"C’est le mouvement qui fléchit la cuisse sur le tronc, il se pratique en décubitus dorsal, il est de l’ordre de {{c1::120°}}-130°.",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Region::Femur Traumatology UpperExtremity
"C’est le mouvement qui tend la cuisse en avant, il se pratique en décubitus ventral, il est de l’ordre de {{c1::0-30°}}.",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Region::Femur Traumatology UpperExtremity
"La mesure de l’abduction consiste à écarter la cuisse en dehors, elle doit se faire sur un bassin bien bloqué par la main et l’avant-bras : l’amplitude est de {{c1::45°}}à 50°.",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Region::Femur Traumatology UpperExtremity
"L’adduction consiste à écarter la cuisse en dedans, elle est de {{c1::20°}} à 30°.",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Region::Femur Traumatology UpperExtremity
"La rotation externe moyenne est de {{c1::45°}}, la rotation interne est de 35°.",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Region::Femur Traumatology UpperExtremity
Mouvement qui ramène la face dorsale du pied en contact avec la face antérieure de la cheville il est de l'ordre {{c1::30°}}-50°.,,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Region::Cheville Traumatology UpperExtremity
"Mouvement qui ramène la face plantaire du pied en arrière, il est de l'ordre {{c1::30°}}-50.°",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Region::Cheville Traumatology UpperExtremity
"{{c1::Les entorses}} sont les plus fréquentes pathologies de la cheville, l'entorse est la torsion de l'articulation vers l'intérieur (varus) ou vers l'extérieur (valgus).",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Region::Cheville Traumatology UpperExtremity
"{{c1::L'arthrose}} est fréquente au niveau de la cheville et est souvent le résultat d'une évolution à long terme des pathologies reprises ci-dessus, souvent des entorses à répétition.",,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Region::Cheville Traumatology UpperExtremity
{{c1::Les fractures malléolaires et bi malléolaires}} sont fréquentes.,,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Region::Cheville Traumatology UpperExtremity
Il se divise en deux parties : une phase d’appui de {{c1::0 à 60 %}} et une phase oscillante de 60 à 100 % du cycle de marche.,,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Traumatology UpperExtremity
Au cours du cycle de marche il existe deux périodes de double appui (de {{c1::0 à 10 %}} et de 50 à 60 %) correspondant au transfert du poids d’un membre inférieur à l’autre.,,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Traumatology UpperExtremity
Angle entre la ligne de progression et l’axe du pied ({{c1::8°}}).,,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Traumatology UpperExtremity
"L’axe de l’ensemble tête et col forme avec celui du corps du fémur un angle ouvert, en dedans, de {{c1::130°}} environ.",,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview LowerExtremity Orthopedics Pediatrics Traumatology
Le col qui présente un rapport étroit avec le {{c1::nerf péronier}}.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview LowerExtremity Orthopedics Pediatrics Traumatology
Le risque de fracture durant l’enfance est de {{c1::40%}} pour les garçons et de 27% pour les filles.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview LowerExtremity Orthopedics Pediatrics Traumatology
La classification de {{c1::Salter et Harris}} permet de classer ces fractures et de donner dès l’accident un pronostic sur la croissance résiduelle.,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview GrowthPlate LowerExtremity Orthopedics Pediatrics SalterHarris Traumatology
* La croissance résiduelle doit être importante (avant {{c1::6-8 ans}}).,,Thèse N°53-18 (FMP Marrakech) — Fractures du membre inférieur de l'enfant,BoardReview LowerExtremity Orthopedics Pediatrics Traumatology
{{c1::Les fractures du membre supérieur}} sont fréquentes.,,Thèse N°55-18 (FMP Marrakech) — Fractures du membre supérieur de l'enfant,BoardReview Orthopedics Pediatrics Traumatology UpperExtremity
"Les traumatismes obstétricaux concernent surtout le nouveau-né à terme ({{c1::80 à 90 %}} des cas), rarement le prématuré.",,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,Mechanism::Obstetrical Orthopedics Pediatrics Traumatology
Les fractures du col radial sont peu fréquentes : elles ne représentent que {{c1::5%}} des fractures du coude de l'enfant.,,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,BoardReview Orthopedics Pediatrics Region::Coude Topic::ColRadius Traumatology UpperExtremity
Le valgus physiologique du coude (carrying angle) est plus important chez la fille : en moyenne {{c1::8°}} chez le garçon et {{c2::11°}} chez la fille.,,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,Orthopedics Pediatrics Region::Coude Traumatology UpperExtremity
"Parmi les fractures du poignet de l'enfant, environ {{c1::20%}} intéressent le cartilage de croissance (décollements épiphysaires du radius).",,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,GrowthPlate Orthopedics Pediatrics Region::Poignet SalterHarris Traumatology UpperExtremity
Les fractures supra-condyliennes en flexion sont rares ({{c1::5%}} des fractures supra-condyliennes).,,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,Orthopedics Pediatrics Region::Coude Topic::Supracondylienne Traumatology UpperExtremity
Une fracture malléolaire de l'enfant est habituellement immobilisée pendant {{c1::4 à 6 semaines}}.,,Thèses N°53-18 & N°55-18 (FMP Marrakech) — fractures de l'enfant,LowerExtremity NonOperativeManagement Orthopedics Pediatrics Region::Cheville Traumatology
